iter	Logloss
0	0.6145697869
1	0.5541351927
2	0.4944385196
3	0.4477140827
4	0.401771109
5	0.3572386765
6	0.3170418583
7	0.290284707
8	0.2598242501
9	0.2353875252
10	0.2163043653
11	0.1957361935
12	0.1812316198
13	0.1686436302
14	0.1560580247
15	0.1428911537
16	0.1298689044
17	0.1203131267
18	0.1108227081
19	0.1012129006
20	0.09431397663
21	0.08688284059
22	0.07900988517
23	0.07175845421
24	0.06608687225
25	0.06199970689
26	0.05768531665
27	0.05410862452
28	0.05072662849
29	0.04708403178
30	0.04406838226
31	0.04077768505
32	0.03862511807
33	0.03576299276
34	0.0334694415
35	0.03115172539
36	0.02958691445
37	0.02782134307
38	0.0257920946
39	0.02418815437
40	0.023010058
41	0.02186007074
42	0.02098514404
43	0.01954723069
44	0.01840635803
45	0.01753426963
46	0.01667280817
47	0.01594302377
48	0.01513516806
49	0.01447461502
50	0.013517494
51	0.0130246941
52	0.01254265373
53	0.01205390648
54	0.01169660417
55	0.0112614712
56	0.010838831
57	0.01038252576
58	0.009800639119
59	0.009374009442
60	0.009029142148
61	0.008716549249
62	0.008231327115
63	0.007903330111
64	0.007651320008
65	0.007355013253
66	0.007038705561
67	0.006764696444
68	0.006526601771
69	0.00617597005
70	0.005961669055
71	0.0057253273
72	0.005352524771
73	0.005287126481
74	0.005122657868
75	0.004902779908
76	0.004717210079
77	0.004496386689
78	0.004230271568
79	0.004101647888
80	0.003948184606
81	0.003837465776
82	0.003665255759
83	0.003499639016
84	0.003343877113
85	0.003216204777
86	0.003057237771
87	0.002992184807
88	0.002912724835
89	0.002845541761
90	0.002724461008
91	0.002632732379
92	0.002580273135
93	0.002501754762
94	0.002441806497
95	0.00232877216
96	0.002260702009
97	0.00213964619
98	0.00205861402
99	0.001988131016
100	0.001938816365
101	0.001875554826
102	0.001798668771
103	0.00174680656
104	0.001695145886
105	0.001655881885
106	0.001618868576
107	0.001568253287
108	0.001532374942
109	0.001499121935
110	0.001434478298
111	0.001392802809
112	0.001350825071
113	0.001322255495
114	0.001287494825
115	0.00125510648
116	0.001235487648
117	0.001211342323
118	0.001168557647
119	0.001147793439
120	0.001114833074
121	0.001069759844
122	0.00103804033
123	0.0009990908923
124	0.0009783343426
125	0.0009571873463
126	0.0009309490845
127	0.0009096114835
128	0.0008891092052
129	0.0008712395635
130	0.000841518699
131	0.0008248810294
132	0.0008078171004
133	0.0007944581662
134	0.0007782174702
135	0.0007632750837
136	0.0007472966926
137	0.0007264426811
138	0.0007145803615
139	0.0006867555479
140	0.0006700176496
141	0.0006583972106
142	0.000647587753
143	0.0006331652301
144	0.0006199561377
145	0.0006034771415
146	0.0005900300845
147	0.0005774439166
148	0.0005652358124
149	0.0005504558309
150	0.0005439532731
151	0.0005298000656
152	0.0005214764692
153	0.0005125082821
154	0.0005045206314
155	0.0004954237184
156	0.0004835599457
157	0.0004733055823
158	0.0004612919453
159	0.0004515862315
160	0.0004392201331
161	0.000423768675
162	0.0004195538626
163	0.0004136007926
164	0.0004044120908
165	0.0003979885987
166	0.0003902638908
167	0.0003844234782
168	0.0003791744164
169	0.0003726605642
170	0.000366213681
171	0.000361350238
172	0.0003566877339
173	0.0003478604475
174	0.0003377354165
175	0.0003326901881
176	0.000329371037
177	0.0003252544522
178	0.0003210432106
179	0.0003140459916
180	0.0003103166169
181	0.0003024122691
182	0.0002985199102
183	0.0002943016221
184	0.0002905122883
185	0.0002844790836
186	0.0002816118782
187	0.0002775040299
188	0.0002738665668
189	0.0002664666035
190	0.0002664525874
191	0.0002633540223
192	0.0002602864669
193	0.000256774463
194	0.000254084466
195	0.0002514280263
196	0.0002475499681
197	0.0002425317293
198	0.0002425317293
199	0.0002377825319
200	0.0002326466407
201	0.0002287689401
202	0.0002287750065
203	0.0002287750065
204	0.0002287750065
205	0.0002242876451
206	0.0002213571626
207	0.0002213571626
208	0.0002186805774
209	0.0002152153637
210	0.0002119470202
211	0.0002119528053
212	0.0002091606875
213	0.0002091542568
214	0.0002091542568
215	0.0002091555732
216	0.0002091555732
217	0.0002091555732
218	0.0002069758977
219	0.0002069701811
220	0.0002069701811
221	0.0002069733333
222	0.0002069733333
223	0.0002069733333
224	0.0002069733333
